,Flag,Session Date,Player,Session,Score
10898,Carried over,2021-09-13,Player 13,Cardio,8
10899,Carried over,2021-09-10,Player 13,Cardio,8
10900,Actual,2021-09-09,Player 13,Cardio,8
10901,Actual,2021-09-17,Player 13,Cardio,9
10902,Carried over,2021-09-21,Player 13,Cardio,4
10903,Actual,2021-09-20,Player 13,Cardio,4
10904,Carried over,2021-09-24,Player 13,Cardio,3
10905,Carried over,2021-09-23,Player 13,Cardio,3
10906,Actual,2021-09-22,Player 13,Cardio,3
10907,Carried over,2021-09-29,Player 13,Cardio,3
10908,Carried over,2021-09-28,Player 13,Cardio,3
10909,Actual,2021-09-27,Player 13,Cardio,3
10910,Carried over,2021-10-05,Player 13,Cardio,8
10911,Carried over,2021-10-04,Player 13,Cardio,8
10912,Carried over,2021-10-01,Player 13,Cardio,8
10913,Actual,2021-09-30,Player 13,Cardio,8
10914,Carried over,2021-10-07,Player 13,Cardio,4
10915,Actual,2021-10-06,Player 13,Cardio,4
10916,Carried over,2021-10-19,Player 13,Cardio,4
10917,Carried over,2021-10-18,Player 13,Cardio,4
10918,Carried over,2021-10-15,Player 13,Cardio,4
10919,Carried over,2021-10-14,Player 13,Cardio,4
10920,Carried over,2021-10-13,Player 13,Cardio,4
10921,Carried over,2021-10-12,Player 13,Cardio,4
10922,Carried over,2021-10-11,Player 13,Cardio,4
10923,Actual,2021-10-08,Player 13,Cardio,4
10924,Actual,2021-10-20,Player 13,Cardio,5
10925,Carried over,2021-11-02,Player 13,Cardio,8
10926,Carried over,2021-11-01,Player 13,Cardio,8
10927,Carried over,2021-10-29,Player 13,Cardio,8
10928,Carried over,2021-10-28,Player 13,Cardio,8
10929,Carried over,2021-10-27,Player 13,Cardio,8
10930,Carried over,2021-10-26,Player 13,Cardio,8
10931,Carried over,2021-10-25,Player 13,Cardio,8
10932,Carried over,2021-10-22,Player 13,Cardio,8
10933,Actual,2021-10-21,Player 13,Cardio,8
10934,Actual,2021-11-03,Player 13,Cardio,6
10935,Actual,2021-11-04,Player 13,Cardio,7
10936,Carried over,2021-11-16,Player 13,Cardio,7
10937,Carried over,2021-11-15,Player 13,Cardio,7
10938,Carried over,2021-11-12,Player 13,Cardio,7
10939,Carried over,2021-11-11,Player 13,Cardio,7
10940,Carried over,2021-11-10,Player 13,Cardio,7
10941,Carried over,2021-11-09,Player 13,Cardio,7
10942,Carried over,2021-11-08,Player 13,Cardio,7
10943,Actual,2021-11-05,Player 13,Cardio,7
10944,Carried over,2021-11-23,Player 13,Cardio,4
10945,Carried over,2021-11-22,Player 13,Cardio,4
10946,Carried over,2021-11-19,Player 13,Cardio,4
10947,Carried over,2021-11-18,Player 13,Cardio,4
10948,Actual,2021-11-17,Player 13,Cardio,4
10949,Carried over,2021-11-30,Player 13,Cardio,7
10950,Carried over,2021-11-29,Player 13,Cardio,7
10951,Carried over,2021-11-26,Player 13,Cardio,7
10952,Carried over,2021-11-25,Player 13,Cardio,7
10953,Actual,2021-11-24,Player 13,Cardio,7
10954,Carried over,2021-12-07,Player 13,Cardio,5
10955,Carried over,2021-12-06,Player 13,Cardio,5
10956,Carried over,2021-12-03,Player 13,Cardio,5
10957,Carried over,2021-12-02,Player 13,Cardio,5
10958,Actual,2021-12-01,Player 13,Cardio,5
10959,Carried over,2021-12-14,Player 13,Cardio,7
10960,Carried over,2021-12-13,Player 13,Cardio,7
10961,Carried over,2021-12-10,Player 13,Cardio,7
10962,Carried over,2021-12-09,Player 13,Cardio,7
10963,Actual,2021-12-08,Player 13,Cardio,7
10964,Carried over,2021-12-22,Player 13,Cardio,4
10965,Carried over,2021-12-21,Player 13,Cardio,4
10966,Carried over,2021-12-20,Player 13,Cardio,4
10967,Carried over,2021-12-17,Player 13,Cardio,4
10968,Carried over,2021-12-16,Player 13,Cardio,4
10969,Actual,2021-12-15,Player 13,Cardio,4
10970,Carried over,2021-12-31,Player 13,Cardio,4
10971,Carried over,2021-12-30,Player 13,Cardio,4
10972,Carried over,2021-12-29,Player 13,Cardio,4
10973,Carried over,2021-12-28,Player 13,Cardio,4
10974,Carried over,2021-12-27,Player 13,Cardio,4
10975,Carried over,2021-12-24,Player 13,Cardio,4
10976,Actual,2021-12-23,Player 13,Cardio,4
10977,Actual,2022-01-03,Player 13,Cardio,6
10978,Carried over,2022-01-05,Player 13,Cardio,6
10979,Actual,2022-01-04,Player 13,Cardio,6
10980,Actual,2022-01-06,Player 13,Cardio,6
10981,Carried over,2022-01-13,Player 13,Cardio,5
10982,Carried over,2022-01-12,Player 13,Cardio,5
10983,Carried over,2022-01-11,Player 13,Cardio,5
10984,Carried over,2022-01-10,Player 13,Cardio,5
10985,Actual,2022-01-07,Player 13,Cardio,5
10986,Actual,2022-01-14,Player 13,Cardio,7
10987,Actual,2022-01-17,Player 13,Cardio,5
10988,Actual,2022-01-18,Player 13,Cardio,3
10989,Carried over,2022-01-24,Player 13,Cardio,4
10990,Carried over,2022-01-21,Player 13,Cardio,4
10991,Carried over,2022-01-20,Player 13,Cardio,4
10992,Actual,2022-01-19,Player 13,Cardio,4
10993,Actual,2022-01-25,Player 13,Cardio,7
10994,Actual,2022-01-26,Player 13,Cardio,10
10995,Carried over,2022-01-28,Player 13,Cardio,9
10996,Actual,2022-01-27,Player 13,Cardio,9
10997,Actual,2022-01-31,Player 13,Cardio,7
10998,Actual,2022-02-01,Player 13,Cardio,6
10999,Actual,2022-02-02,Player 13,Cardio,3
11000,Carried over,2022-02-04,Player 13,Cardio,9
11001,Actual,2022-02-03,Player 13,Cardio,9
11002,Actual,2022-02-07,Player 13,Cardio,7
11003,Actual,2022-02-08,Player 13,Cardio,10
11004,Actual,2022-02-09,Player 13,Cardio,9
11005,Carried over,2022-02-11,Player 13,Cardio,8
11006,Actual,2022-02-10,Player 13,Cardio,8
11007,Carried over,2022-02-17,Player 13,Cardio,3
11008,Carried over,2022-02-16,Player 13,Cardio,3
11009,Carried over,2022-02-15,Player 13,Cardio,3
11010,Actual,2022-02-14,Player 13,Cardio,3
11011,Actual,2022-02-18,Player 13,Cardio,9
11012,Carried over,2022-02-22,Player 13,Cardio,4
11013,Actual,2022-02-21,Player 13,Cardio,4
11014,Actual,2022-02-23,Player 13,Cardio,3
11015,Carried over,2022-02-25,Player 13,Cardio,6
11016,Actual,2022-02-24,Player 13,Cardio,6
11017,Actual,2022-02-28,Player 13,Cardio,3
11018,Carried over,2022-03-03,Player 13,Cardio,8
11019,Carried over,2022-03-02,Player 13,Cardio,8
11020,Actual,2022-03-01,Player 13,Cardio,8
11021,Actual,2022-03-04,Player 13,Cardio,3
11022,Actual,2022-03-07,Player 13,Cardio,4
11023,Actual,2022-03-08,Player 13,Cardio,10
11024,Actual,2022-03-09,Player 13,Cardio,4
11025,Actual,2022-03-10,Player 13,Cardio,10
11026,Actual,2022-03-11,Player 13,Cardio,3
11027,Carried over,2022-03-15,Player 13,Cardio,4
11028,Actual,2022-03-14,Player 13,Cardio,4
11029,Actual,2022-03-16,Player 13,Cardio,4
11030,Carried over,2022-03-18,Player 13,Cardio,9
11031,Actual,2022-03-17,Player 13,Cardio,9
11032,Actual,2022-03-21,Player 13,Cardio,5
11033,Carried over,2022-03-25,Player 13,Cardio,8
11034,Carried over,2022-03-24,Player 13,Cardio,8
11035,Carried over,2022-03-23,Player 13,Cardio,8
11036,Actual,2022-03-22,Player 13,Cardio,8
11037,Actual,2022-03-28,Player 13,Cardio,4
11038,Carried over,2022-03-30,Player 13,Cardio,10
11039,Actual,2022-03-29,Player 13,Cardio,10
11040,Carried over,2022-04-01,Player 13,Cardio,5
11041,Actual,2022-03-31,Player 13,Cardio,5
11042,Actual,2022-04-04,Player 13,Cardio,6
11043,Actual,2022-04-05,Player 13,Cardio,7
11044,Carried over,2022-04-07,Player 13,Cardio,7
11045,Actual,2022-04-06,Player 13,Cardio,7
11046,Actual,2022-04-08,Player 13,Cardio,7
11047,Actual,2022-04-11,Player 13,Cardio,10
11048,Actual,2022-04-12,Player 13,Cardio,10
11049,Actual,2022-04-13,Player 13,Cardio,6
11050,Actual,2022-04-14,Player 13,Cardio,5
11051,Actual,2022-04-15,Player 13,Cardio,9
11052,Carried over,2022-04-19,Player 13,Cardio,4
11053,Actual,2022-04-18,Player 13,Cardio,4
11054,Carried over,2022-04-21,Player 13,Cardio,6
11055,Actual,2022-04-20,Player 13,Cardio,6
11056,Actual,2022-04-22,Player 13,Cardio,5
11057,Actual,2022-04-25,Player 13,Cardio,7
11058,Carried over,2022-04-29,Player 13,Cardio,3
11059,Carried over,2022-04-28,Player 13,Cardio,3
11060,Carried over,2022-04-27,Player 13,Cardio,3
11061,Actual,2022-04-26,Player 13,Cardio,3
11062,Actual,2022-05-02,Player 13,Cardio,5
11063,Carried over,2022-05-05,Player 13,Cardio,8
11064,Carried over,2022-05-04,Player 13,Cardio,8
11065,Actual,2022-05-03,Player 13,Cardio,8
11066,Actual,2022-05-06,Player 13,Cardio,4
11067,Carried over,2022-05-12,Player 13,Cardio,7
11068,Carried over,2022-05-11,Player 13,Cardio,7
11069,Carried over,2022-05-10,Player 13,Cardio,7
11070,Actual,2022-05-09,Player 13,Cardio,7
11071,Actual,2022-05-13,Player 13,Cardio,4
11072,Carried over,2022-05-18,Player 13,Cardio,4
11073,Carried over,2022-05-17,Player 13,Cardio,4
11074,Actual,2022-05-16,Player 13,Cardio,4
11075,Actual,2022-05-19,Player 13,Cardio,7
11076,Carried over,2022-05-23,Player 13,Cardio,4
11077,Actual,2022-05-20,Player 13,Cardio,4
11078,Actual,2022-05-24,Player 13,Cardio,4
11079,Actual,2022-05-25,Player 13,Cardio,10
11080,Carried over,2022-06-01,Player 13,Cardio,10
11081,Carried over,2022-05-31,Player 13,Cardio,10
11082,Carried over,2022-05-30,Player 13,Cardio,10
11083,Carried over,2022-05-27,Player 13,Cardio,10
11084,Actual,2022-05-26,Player 13,Cardio,10
11085,Actual,2022-06-02,Player 13,Cardio,6
11086,Actual,2022-06-03,Player 13,Cardio,9
11087,Actual,2022-06-06,Player 13,Cardio,8
11088,Actual,2022-06-07,Player 13,Cardio,10
11089,Carried over,2022-06-13,Player 13,Cardio,9
11090,Carried over,2022-06-10,Player 13,Cardio,9
11091,Carried over,2022-06-09,Player 13,Cardio,9
11092,Actual,2022-06-08,Player 13,Cardio,9
11093,Actual,2022-06-14,Player 13,Cardio,4
11094,Carried over,2022-06-16,Player 13,Cardio,8
11095,Actual,2022-06-15,Player 13,Cardio,8
11096,Actual,2022-06-17,Player 13,Cardio,7
11097,Carried over,2022-06-21,Player 13,Cardio,10
11098,Actual,2022-06-20,Player 13,Cardio,10
11099,Carried over,2022-06-24,Player 13,Cardio,3
11100,Carried over,2022-06-23,Player 13,Cardio,3
11101,Actual,2022-06-22,Player 13,Cardio,3
11102,Actual,2022-06-27,Player 13,Cardio,6
11103,Carried over,2022-06-29,Player 13,Cardio,7
11104,Actual,2022-06-28,Player 13,Cardio,7
11105,Actual,2022-06-30,Player 13,Cardio,10
11106,Actual,2022-07-01,Player 13,Cardio,4
11107,Carried over,2022-07-05,Player 13,Cardio,8
11108,Actual,2022-07-04,Player 13,Cardio,8
11109,Carried over,2022-07-07,Player 13,Cardio,8
11110,Actual,2022-07-06,Player 13,Cardio,8
11111,Actual,2022-07-08,Player 13,Cardio,5
11112,Carried over,2022-07-12,Player 13,Cardio,5
11113,Actual,2022-07-11,Player 13,Cardio,5
11114,Carried over,2022-07-14,Player 13,Cardio,3
11115,Actual,2022-07-13,Player 13,Cardio,3
11116,Carried over,2022-07-20,Player 13,Cardio,3
11117,Carried over,2022-07-19,Player 13,Cardio,3
11118,Carried over,2022-07-18,Player 13,Cardio,3
11119,Actual,2022-07-15,Player 13,Cardio,3
11120,Actual,2022-07-21,Player 13,Cardio,6
11121,Actual,2022-07-22,Player 13,Cardio,10
11122,Actual,2022-07-25,Player 13,Cardio,5
11123,Actual,2022-07-26,Player 13,Cardio,5
11124,Actual,2022-07-27,Player 13,Cardio,4
11125,Carried over,2022-07-08,Player 5,Strength Building,7
11126,Actual,2022-07-07,Player 5,Strength Building,7
11127,Actual,2022-07-12,Player 5,Strength Building,3
11128,Actual,2022-07-13,Player 5,Strength Building,9
11129,Actual,2022-07-14,Player 5,Strength Building,7
11130,Actual,2022-07-15,Player 5,Strength Building,9
11131,Carried over,2022-07-19,Player 5,Strength Building,5
11132,Actual,2022-07-18,Player 5,Strength Building,5
11133,Actual,2022-07-20,Player 5,Strength Building,4
11134,Carried over,2022-07-22,Player 5,Strength Building,4
11135,Actual,2022-07-21,Player 5,Strength Building,4
11136,Actual,2022-07-25,Player 5,Strength Building,6
11137,Actual,2022-07-26,Player 5,Strength Building,6
11138,Carried over,2022-07-28,Player 5,Strength Building,5
11139,Actual,2022-07-27,Player 5,Strength Building,5
11140,Carried over,2021-08-03,Player 14,Strength Building,4
11141,Actual,2021-08-02,Player 14,Strength Building,4
11142,Carried over,2021-08-05,Player 14,Strength Building,5
11143,Actual,2021-08-04,Player 14,Strength Building,5
11144,Carried over,2021-08-09,Player 14,Strength Building,3
11145,Actual,2021-08-06,Player 14,Strength Building,3
11146,Actual,2021-08-10,Player 14,Strength Building,3
11147,Carried over,2021-08-12,Player 14,Strength Building,8
11148,Actual,2021-08-11,Player 14,Strength Building,8
11149,Carried over,2021-08-18,Player 14,Strength Building,7
11150,Carried over,2021-08-17,Player 14,Strength Building,7
11151,Carried over,2021-08-16,Player 14,Strength Building,7
11152,Actual,2021-08-13,Player 14,Strength Building,7
11153,Actual,2021-08-19,Player 14,Strength Building,10
11154,Carried over,2021-08-24,Player 14,Strength Building,7
11155,Carried over,2021-08-23,Player 14,Strength Building,7
11156,Actual,2021-08-20,Player 14,Strength Building,7
11157,Actual,2021-08-25,Player 14,Strength Building,5
11158,Actual,2021-08-26,Player 14,Strength Building,5
11159,Carried over,2021-08-30,Player 14,Strength Building,7
11160,Actual,2021-08-27,Player 14,Strength Building,7
11161,Carried over,2021-09-01,Player 14,Strength Building,8
11162,Actual,2021-08-31,Player 14,Strength Building,8
11163,Actual,2021-09-02,Player 14,Strength Building,6
11164,Carried over,2021-09-07,Player 14,Strength Building,7
11165,Carried over,2021-09-06,Player 14,Strength Building,7
11166,Actual,2021-09-03,Player 14,Strength Building,7
11167,Actual,2021-09-08,Player 14,Strength Building,4
11168,Actual,2021-09-09,Player 14,Strength Building,5
11169,Carried over,2021-09-15,Player 14,Strength Building,6
11170,Carried over,2021-09-14,Player 14,Strength Building,6
11171,Carried over,2021-09-13,Player 14,Strength Building,6
11172,Actual,2021-09-10,Player 14,Strength Building,6
11173,Actual,2021-09-16,Player 14,Strength Building,6
11174,Actual,2021-09-17,Player 14,Strength Building,8
11175,Carried over,2021-09-23,Player 14,Strength Building,6
11176,Carried over,2021-09-22,Player 14,Strength Building,6
11177,Carried over,2021-09-21,Player 14,Strength Building,6
11178,Actual,2021-09-20,Player 14,Strength Building,6
11179,Carried over,2021-09-29,Player 14,Strength Building,7
11180,Carried over,2021-09-28,Player 14,Strength Building,7
11181,Carried over,2021-09-27,Player 14,Strength Building,7
11182,Actual,2021-09-24,Player 14,Strength Building,7
11183,Actual,2021-09-30,Player 14,Strength Building,3
11184,Carried over,2021-10-06,Player 14,Strength Building,7
11185,Carried over,2021-10-05,Player 14,Strength Building,7
11186,Carried over,2021-10-04,Player 14,Strength Building,7
11187,Actual,2021-10-01,Player 14,Strength Building,7
11188,Carried over,2021-10-19,Player 14,Strength Building,8
11189,Carried over,2021-10-18,Player 14,Strength Building,8
11190,Carried over,2021-10-15,Player 14,Strength Building,8
11191,Carried over,2021-10-14,Player 14,Strength Building,8
11192,Carried over,2021-10-13,Player 14,Strength Building,8
11193,Carried over,2021-10-12,Player 14,Strength Building,8
11194,Carried over,2021-10-11,Player 14,Strength Building,8
11195,Carried over,2021-10-08,Player 14,Strength Building,8
11196,Actual,2021-10-07,Player 14,Strength Building,8
11197,Carried over,2021-10-28,Player 14,Strength Building,7
11198,Carried over,2021-10-27,Player 14,Strength Building,7
11199,Carried over,2021-10-26,Player 14,Strength Building,7
11200,Carried over,2021-10-25,Player 14,Strength Building,7
11201,Carried over,2021-10-22,Player 14,Strength Building,7
11202,Carried over,2021-10-21,Player 14,Strength Building,7
11203,Actual,2021-10-20,Player 14,Strength Building,7
11204,Carried over,2021-11-02,Player 14,Strength Building,6
11205,Carried over,2021-11-01,Player 14,Strength Building,6
11206,Actual,2021-10-29,Player 14,Strength Building,6
11207,Actual,2021-11-03,Player 14,Strength Building,7
11208,Actual,2021-11-04,Player 14,Strength Building,9
11209,Carried over,2021-11-11,Player 14,Strength Building,9
11210,Carried over,2021-11-10,Player 14,Strength Building,9
11211,Carried over,2021-11-09,Player 14,Strength Building,9
11212,Carried over,2021-11-08,Player 14,Strength Building,9
11213,Actual,2021-11-05,Player 14,Strength Building,9
11214,Carried over,2021-11-16,Player 14,Strength Building,5
11215,Carried over,2021-11-15,Player 14,Strength Building,5
11216,Actual,2021-11-12,Player 14,Strength Building,5
11217,Carried over,2021-11-24,Player 14,Strength Building,9
11218,Carried over,2021-11-23,Player 14,Strength Building,9
11219,Carried over,2021-11-22,Player 14,Strength Building,9
11220,Carried over,2021-11-19,Player 14,Strength Building,9
11221,Carried over,2021-11-18,Player 14,Strength Building,9
11222,Actual,2021-11-17,Player 14,Strength Building,9
11223,Actual,2021-11-25,Player 14,Strength Building,5
11224,Carried over,2021-12-08,Player 14,Strength Building,6
11225,Carried over,2021-12-07,Player 14,Strength Building,6
11226,Carried over,2021-12-06,Player 14,Strength Building,6
11227,Carried over,2021-12-03,Player 14,Strength Building,6
11228,Carried over,2021-12-02,Player 14,Strength Building,6
11229,Carried over,2021-12-01,Player 14,Strength Building,6
11230,Carried over,2021-11-30,Player 14,Strength Building,6
11231,Carried over,2021-11-29,Player 14,Strength Building,6
11232,Actual,2021-11-26,Player 14,Strength Building,6
11233,Actual,2021-12-09,Player 14,Strength Building,3
11234,Carried over,2021-12-15,Player 14,Strength Building,10
11235,Carried over,2021-12-14,Player 14,Strength Building,10
11236,Carried over,2021-12-13,Player 14,Strength Building,10
11237,Actual,2021-12-10,Player 14,Strength Building,10
11238,Carried over,2021-12-21,Player 14,Strength Building,8
11239,Carried over,2021-12-20,Player 14,Strength Building,8
11240,Carried over,2021-12-17,Player 14,Strength Building,8
11241,Actual,2021-12-16,Player 14,Strength Building,8
11242,Carried over,2021-12-23,Player 14,Strength Building,5
11243,Actual,2021-12-22,Player 14,Strength Building,5
11244,Carried over,2021-12-28,Player 14,Strength Building,8
11245,Carried over,2021-12-27,Player 14,Strength Building,8
11246,Actual,2021-12-24,Player 14,Strength Building,8
11247,Carried over,2021-12-31,Player 14,Strength Building,8
11248,Carried over,2021-12-30,Player 14,Strength Building,8
11249,Actual,2021-12-29,Player 14,Strength Building,8
11250,Carried over,2022-01-04,Player 14,Strength Building,4
11251,Actual,2022-01-03,Player 14,Strength Building,4
11252,Actual,2022-01-05,Player 14,Strength Building,5
11253,Actual,2022-01-06,Player 14,Strength Building,9
11254,Carried over,2022-01-10,Player 14,Strength Building,3
11255,Actual,2022-01-07,Player 14,Strength Building,3
11256,Actual,2022-01-11,Player 14,Strength Building,3
11257,Actual,2022-01-12,Player 14,Strength Building,8
11258,Actual,2022-01-13,Player 14,Strength Building,8
11259,Carried over,2022-01-18,Player 14,Strength Building,7
11260,Carried over,2022-01-17,Player 14,Strength Building,7
11261,Actual,2022-01-14,Player 14,Strength Building,7
11262,Actual,2022-01-19,Player 14,Strength Building,7
11263,Actual,2022-01-20,Player 14,Strength Building,10
11264,Carried over,2022-01-24,Player 14,Strength Building,7
11265,Actual,2022-01-21,Player 14,Strength Building,7
11266,Actual,2022-01-25,Player 14,Strength Building,4
11267,Actual,2022-01-26,Player 14,Strength Building,5
11268,Actual,2022-01-27,Player 14,Strength Building,5
11269,Carried over,2022-01-31,Player 14,Strength Building,7
11270,Actual,2022-01-28,Player 14,Strength Building,7
11271,Actual,2022-02-01,Player 14,Strength Building,8
11272,Actual,2022-02-02,Player 14,Strength Building,10
11273,Actual,2022-02-03,Player 14,Strength Building,6
11274,Carried over,2022-02-08,Player 14,Strength Building,7
11275,Carried over,2022-02-07,Player 14,Strength Building,7
11276,Actual,2022-02-04,Player 14,Strength Building,7
11277,Actual,2022-02-09,Player 14,Strength Building,4
11278,Actual,2022-02-10,Player 14,Strength Building,5
11279,Actual,2022-02-11,Player 14,Strength Building,6
11280,Carried over,2022-02-16,Player 14,Strength Building,3
11281,Carried over,2022-02-15,Player 14,Strength Building,3
11282,Actual,2022-02-14,Player 14,Strength Building,3
11283,Actual,2022-02-17,Player 14,Strength Building,6
11284,Actual,2022-02-18,Player 14,Strength Building,8
11285,Carried over,2022-02-23,Player 14,Strength Building,6
11286,Carried over,2022-02-22,Player 14,Strength Building,6
11287,Actual,2022-02-21,Player 14,Strength Building,6
11288,Actual,2022-02-24,Player 14,Strength Building,10
11289,Actual,2022-02-25,Player 14,Strength Building,7
11290,Actual,2022-02-28,Player 14,Strength Building,4
11291,Actual,2022-03-01,Player 14,Strength Building,3
11292,Actual,2022-03-02,Player 14,Strength Building,7
11293,Actual,2022-03-03,Player 14,Strength Building,5
11294,Actual,2022-03-04,Player 14,Strength Building,3
11295,Actual,2022-03-07,Player 14,Strength Building,5
11296,Carried over,2022-03-09,Player 14,Strength Building,8
11297,Actual,2022-03-08,Player 14,Strength Building,8
