,Player,Session,Date,Score
5302,Player 9,Agility,2021-09-02,8
5303,Player 9,Agility,2021-09-06,8
5304,Player 9,Agility,2021-09-10,3
5305,Player 9,Agility,2021-09-13,3
5306,Player 9,Agility,2021-09-14,6
5307,Player 9,Agility,2021-09-16,9
5308,Player 9,Agility,2021-09-22,8
5309,Player 9,Agility,2021-09-24,9
5310,Player 9,Agility,2021-09-27,9
5311,Player 9,Agility,2021-09-30,9
5312,Player 9,Agility,2021-10-08,3
5313,Player 9,Agility,2021-10-13,5
5314,Player 9,Agility,2021-10-20,7
5315,Player 9,Agility,2021-10-21,3
5316,Player 9,Agility,2021-10-22,6
5317,Player 9,Agility,2021-10-28,3
5318,Player 9,Agility,2021-10-29,5
5319,Player 9,Agility,2021-11-04,10
5320,Player 9,Agility,2021-11-10,8
5321,Player 9,Agility,2021-11-12,8
5322,Player 9,Agility,2021-11-19,4
5323,Player 9,Agility,2021-12-01,10
5324,Player 9,Agility,2021-12-02,10
5325,Player 9,Agility,2021-12-09,9
5326,Player 9,Agility,2021-12-10,7
5327,Player 9,Agility,2021-12-15,10
5328,Player 9,Agility,2021-12-17,6
5329,Player 9,Agility,2021-12-23,4
5330,Player 9,Agility,2021-12-30,7
5331,Player 9,Agility,2021-12-31,7
5332,Player 9,Cardio,2021-08-09,3
5333,Player 9,Cardio,2021-08-11,7
5334,Player 9,Cardio,2021-08-16,7
5335,Player 9,Cardio,2021-08-23,5
5336,Player 9,Cardio,2021-08-25,4
5337,Player 9,Cardio,2021-08-26,9
5338,Player 9,Cardio,2021-08-30,6
5339,Player 9,Cardio,2021-09-01,9
5340,Player 9,Cardio,2021-09-02,3
5341,Player 9,Cardio,2021-09-10,4
5342,Player 9,Cardio,2021-09-21,5
5343,Player 9,Cardio,2021-09-22,10
5344,Player 9,Cardio,2021-09-30,7
5345,Player 9,Cardio,2021-10-01,3
5346,Player 9,Cardio,2021-10-13,3
5347,Player 9,Cardio,2021-10-15,8
5348,Player 9,Cardio,2021-10-21,9
5349,Player 9,Cardio,2021-10-29,5
5350,Player 9,Cardio,2021-11-04,9
5351,Player 9,Cardio,2021-11-05,4
5352,Player 9,Cardio,2021-11-10,9
5353,Player 9,Cardio,2021-11-11,10
5354,Player 9,Cardio,2021-12-08,4
5355,Player 9,Cardio,2021-12-10,6
5356,Player 9,Cardio,2021-12-22,4
5357,Player 9,Cardio,2021-12-24,5
5358,Player 9,Cardio,2021-12-29,9
5359,Player 10,Strength Building,2021-08-10,3
5360,Player 10,Strength Building,2021-08-11,10
5361,Player 10,Strength Building,2021-08-12,6
5362,Player 10,Strength Building,2021-08-13,9
5363,Player 10,Strength Building,2021-08-16,8
5364,Player 10,Strength Building,2021-08-19,5
5365,Player 10,Strength Building,2021-08-24,5
5366,Player 10,Strength Building,2021-08-25,8
5367,Player 10,Strength Building,2021-08-26,3
5368,Player 10,Strength Building,2021-08-30,7
5369,Player 10,Strength Building,2021-08-31,3
5370,Player 10,Strength Building,2021-09-02,4
5371,Player 10,Strength Building,2021-09-09,4
5372,Player 10,Strength Building,2021-09-16,6
5373,Player 10,Strength Building,2021-09-17,6
5374,Player 10,Strength Building,2021-09-24,4
5375,Player 10,Strength Building,2021-09-30,4
5376,Player 10,Strength Building,2021-10-08,3
5377,Player 10,Strength Building,2021-10-14,6
5378,Player 10,Strength Building,2021-10-15,7
5379,Player 10,Strength Building,2021-10-20,8
5380,Player 10,Strength Building,2021-10-22,7
5381,Player 10,Strength Building,2021-11-04,6
5382,Player 10,Strength Building,2021-11-11,6
5383,Player 10,Strength Building,2021-11-12,4
5384,Player 10,Strength Building,2021-11-17,5
5385,Player 10,Strength Building,2021-11-19,3
5386,Player 10,Strength Building,2021-11-26,3
5387,Player 10,Strength Building,2021-12-16,6
5388,Player 10,Strength Building,2021-12-24,3
5389,Player 10,Strength Building,2021-12-30,7
5390,Player 10,Agility,2021-08-06,5
5391,Player 10,Agility,2021-08-09,6
5392,Player 10,Agility,2021-08-16,4
5393,Player 10,Agility,2021-08-18,9
5394,Player 10,Agility,2021-08-25,6
5395,Player 10,Agility,2021-08-31,9
5396,Player 10,Agility,2021-09-01,8
5397,Player 10,Agility,2021-09-14,4
5398,Player 10,Agility,2021-09-21,3
5399,Player 10,Agility,2021-09-23,8
5400,Player 10,Agility,2021-09-24,4
5401,Player 10,Agility,2021-09-30,10
5402,Player 10,Agility,2021-10-06,5
5403,Player 10,Agility,2021-10-08,4
5404,Player 10,Agility,2021-10-15,4
5405,Player 10,Agility,2021-10-20,6
5406,Player 10,Agility,2021-10-29,10
5407,Player 10,Agility,2021-11-05,5
5408,Player 10,Agility,2021-11-10,4
5409,Player 10,Agility,2021-11-11,4
5410,Player 10,Agility,2021-11-17,5
5411,Player 10,Agility,2021-11-26,3
5412,Player 10,Agility,2021-12-03,10
5413,Player 10,Agility,2021-12-17,10
5414,Player 10,Agility,2021-12-22,9
5415,Player 10,Agility,2021-12-23,3
5416,Player 10,Agility,2021-12-24,3
5417,Player 10,Agility,2021-12-31,5
5418,Player 10,Cardio,2021-08-09,4
5419,Player 10,Cardio,2021-08-11,5
5420,Player 10,Cardio,2021-08-13,10
5421,Player 10,Cardio,2021-08-17,3
5422,Player 10,Cardio,2021-08-19,4
5423,Player 10,Cardio,2021-08-26,5
5424,Player 10,Cardio,2021-08-27,6
5425,Player 10,Cardio,2021-08-30,8
5426,Player 10,Cardio,2021-09-07,3
5427,Player 10,Cardio,2021-09-14,3
5428,Player 10,Cardio,2021-09-21,7
5429,Player 10,Cardio,2021-09-22,6
5430,Player 10,Cardio,2021-09-23,9
5431,Player 10,Cardio,2021-09-24,8
5432,Player 10,Cardio,2021-09-30,9
5433,Player 10,Cardio,2021-10-01,6
5434,Player 10,Cardio,2021-10-06,10
5435,Player 10,Cardio,2021-10-07,6
5436,Player 10,Cardio,2021-10-08,3
5437,Player 10,Cardio,2021-10-15,4
5438,Player 10,Cardio,2021-10-21,9
5439,Player 10,Cardio,2021-10-27,8
5440,Player 10,Cardio,2021-10-28,6
5441,Player 10,Cardio,2021-11-04,4
5442,Player 10,Cardio,2021-11-05,10
5443,Player 10,Cardio,2021-11-10,4
5444,Player 10,Cardio,2021-11-11,7
5445,Player 10,Cardio,2021-11-12,6
5446,Player 10,Cardio,2021-11-17,8
5447,Player 10,Cardio,2021-11-18,8
5448,Player 10,Cardio,2021-11-26,6
5449,Player 10,Cardio,2021-12-01,7
5450,Player 10,Cardio,2021-12-15,3
5451,Player 10,Cardio,2021-12-16,8
5452,Player 10,Cardio,2021-12-17,9
5453,Player 10,Cardio,2021-12-24,4
5454,Player 11,Strength Building,2021-08-12,9
5455,Player 11,Strength Building,2021-08-17,4
5456,Player 11,Strength Building,2021-08-18,7
5457,Player 11,Strength Building,2021-08-20,7
5458,Player 11,Strength Building,2021-08-25,10
5459,Player 11,Strength Building,2021-08-27,6
5460,Player 11,Strength Building,2021-08-31,5
5461,Player 11,Strength Building,2021-09-01,3
5462,Player 11,Strength Building,2021-09-02,10
5463,Player 11,Strength Building,2021-09-03,3
5464,Player 11,Strength Building,2021-09-06,4
5465,Player 11,Strength Building,2021-09-07,9
5466,Player 11,Strength Building,2021-09-10,7
5467,Player 11,Strength Building,2021-09-13,6
5468,Player 11,Strength Building,2021-09-21,7
5469,Player 11,Strength Building,2021-10-01,4
5470,Player 11,Strength Building,2021-10-06,3
5471,Player 11,Strength Building,2021-10-08,7
5472,Player 11,Strength Building,2021-10-13,3
5473,Player 11,Strength Building,2021-10-20,4
5474,Player 11,Strength Building,2021-11-04,6
5475,Player 11,Strength Building,2021-11-17,8
5476,Player 11,Strength Building,2021-11-26,8
5477,Player 11,Strength Building,2021-12-09,3
5478,Player 11,Strength Building,2021-12-10,9
5479,Player 11,Strength Building,2021-12-15,4
5480,Player 11,Strength Building,2021-12-16,6
5481,Player 11,Strength Building,2021-12-17,8
5482,Player 11,Strength Building,2021-12-23,10
5483,Player 11,Strength Building,2021-12-29,4
5484,Player 11,Strength Building,2021-12-30,4
5485,Player 11,Agility,2021-08-04,9
5486,Player 11,Agility,2021-08-09,3
5487,Player 11,Agility,2021-08-10,6
5488,Player 11,Agility,2021-09-06,5
5489,Player 11,Agility,2021-09-09,5
5490,Player 11,Agility,2021-09-10,9
5491,Player 11,Agility,2021-09-13,6
5492,Player 11,Agility,2021-09-16,6
5493,Player 11,Agility,2021-09-20,4
5494,Player 11,Agility,2021-10-01,9
5495,Player 11,Agility,2021-10-06,9
5496,Player 11,Agility,2021-10-08,3
5497,Player 11,Agility,2021-10-13,6
5498,Player 11,Agility,2021-10-20,6
5499,Player 11,Agility,2021-10-28,10
5500,Player 11,Agility,2021-11-04,7
5501,Player 11,Agility,2021-11-10,8
5502,Player 11,Agility,2021-11-11,7
5503,Player 11,Agility,2021-11-12,6
5504,Player 11,Agility,2021-11-18,4
5505,Player 11,Agility,2021-11-25,9
5506,Player 11,Agility,2021-12-23,9
5507,Player 11,Agility,2021-12-24,10
5508,Player 11,Agility,2021-12-30,6
5509,Player 11,Agility,2021-12-31,4
5510,Player 11,Cardio,2021-08-03,5
5511,Player 11,Cardio,2021-08-05,10
5512,Player 11,Cardio,2021-08-11,7
5513,Player 11,Cardio,2021-08-13,4
5514,Player 11,Cardio,2021-08-16,10
5515,Player 11,Cardio,2021-08-17,6
5516,Player 11,Cardio,2021-08-18,3
5517,Player 11,Cardio,2021-08-23,10
5518,Player 11,Cardio,2021-08-24,8
5519,Player 11,Cardio,2021-09-07,9
5520,Player 11,Cardio,2021-09-08,7
5521,Player 11,Cardio,2021-09-15,5
5522,Player 11,Cardio,2021-09-16,4
5523,Player 11,Cardio,2021-09-21,5
5524,Player 11,Cardio,2021-09-22,3
5525,Player 11,Cardio,2021-09-27,8
5526,Player 11,Cardio,2021-09-30,10
5527,Player 11,Cardio,2021-10-08,8
5528,Player 11,Cardio,2021-10-14,4
5529,Player 11,Cardio,2021-10-22,9
5530,Player 11,Cardio,2021-11-03,3
5531,Player 11,Cardio,2021-11-05,3
5532,Player 11,Cardio,2021-11-10,9
5533,Player 11,Cardio,2021-11-11,3
5534,Player 11,Cardio,2021-11-19,3
5535,Player 11,Cardio,2021-11-26,9
5536,Player 11,Cardio,2021-12-02,6
5537,Player 11,Cardio,2021-12-03,5
5538,Player 11,Cardio,2021-12-09,5
5539,Player 11,Cardio,2021-12-10,7
5540,Player 11,Cardio,2021-12-16,3
5541,Player 11,Cardio,2021-12-23,9
5542,Player 11,Cardio,2021-12-24,8
5543,Player 11,Cardio,2021-12-29,7
5544,Player 11,Cardio,2021-12-30,10
5545,Player 12,Strength Building,2021-08-09,9
5546,Player 12,Strength Building,2021-08-10,9
5547,Player 12,Strength Building,2021-08-11,7
5548,Player 12,Strength Building,2021-08-13,6
5549,Player 12,Strength Building,2021-08-17,7
5550,Player 12,Strength Building,2021-08-19,6
5551,Player 12,Strength Building,2021-08-20,4
5552,Player 12,Strength Building,2021-08-27,3
5553,Player 12,Strength Building,2021-08-31,5
5554,Player 12,Strength Building,2021-09-01,8
5555,Player 12,Strength Building,2021-09-03,8
5556,Player 12,Strength Building,2021-09-10,4
5557,Player 12,Strength Building,2021-09-13,4
5558,Player 12,Strength Building,2021-09-15,9
5559,Player 12,Strength Building,2021-09-20,4
5560,Player 12,Strength Building,2021-09-21,6
5561,Player 12,Strength Building,2021-09-23,9
5562,Player 12,Strength Building,2021-09-24,9
5563,Player 12,Strength Building,2021-10-06,3
5564,Player 12,Strength Building,2021-10-13,7
5565,Player 12,Strength Building,2021-10-20,10
5566,Player 12,Strength Building,2021-10-21,5
5567,Player 12,Strength Building,2021-11-10,6
5568,Player 12,Strength Building,2021-11-11,8
5569,Player 12,Strength Building,2021-11-17,5
5570,Player 12,Strength Building,2021-11-18,6
5571,Player 12,Strength Building,2021-11-19,5
5572,Player 12,Strength Building,2021-12-10,6
5573,Player 12,Strength Building,2021-12-15,3
5574,Player 12,Strength Building,2021-12-24,7
5575,Player 12,Strength Building,2021-12-29,8
5576,Player 12,Agility,2021-08-03,7
5577,Player 12,Agility,2021-08-04,7
5578,Player 12,Agility,2021-08-09,7
5579,Player 12,Agility,2021-08-18,5
5580,Player 12,Agility,2021-08-19,10
5581,Player 12,Agility,2021-08-23,9
5582,Player 12,Agility,2021-08-24,8
5583,Player 12,Agility,2021-09-09,7
5584,Player 12,Agility,2021-09-10,6
5585,Player 12,Agility,2021-09-13,7
5586,Player 12,Agility,2021-09-14,8
5587,Player 12,Agility,2021-09-15,7
5588,Player 12,Agility,2021-09-16,8
5589,Player 12,Agility,2021-10-01,7
5590,Player 12,Agility,2021-10-08,6
5591,Player 12,Agility,2021-10-14,3
5592,Player 12,Agility,2021-10-27,7
5593,Player 12,Agility,2021-10-28,3
5594,Player 12,Agility,2021-11-05,9
5595,Player 12,Agility,2021-11-10,3
5596,Player 12,Agility,2021-11-19,4
5597,Player 12,Agility,2021-11-26,4
5598,Player 12,Agility,2021-12-01,9
5599,Player 12,Agility,2021-12-10,9
5600,Player 12,Agility,2021-12-17,9
5601,Player 12,Agility,2021-12-23,6
5602,Player 12,Cardio,2021-08-13,5
5603,Player 12,Cardio,2021-08-23,7
5604,Player 12,Cardio,2021-08-27,10
5605,Player 12,Cardio,2021-08-30,10
5606,Player 12,Cardio,2021-08-31,7
5607,Player 12,Cardio,2021-09-01,9
5608,Player 12,Cardio,2021-09-07,3
5609,Player 12,Cardio,2021-09-16,6
5610,Player 12,Cardio,2021-09-17,8
5611,Player 12,Cardio,2021-09-21,6
5612,Player 12,Cardio,2021-09-22,10
5613,Player 12,Cardio,2021-09-24,4
5614,Player 12,Cardio,2021-09-30,4
5615,Player 12,Cardio,2021-10-06,3
5616,Player 12,Cardio,2021-10-07,7
5617,Player 12,Cardio,2021-10-15,8
5618,Player 12,Cardio,2021-10-21,4
5619,Player 12,Cardio,2021-10-22,3
5620,Player 12,Cardio,2021-10-27,10
5621,Player 12,Cardio,2021-10-29,6
5622,Player 12,Cardio,2021-11-03,9
5623,Player 12,Cardio,2021-11-04,6
5624,Player 12,Cardio,2021-11-05,8
5625,Player 12,Cardio,2021-11-11,9
5626,Player 12,Cardio,2021-11-17,9
5627,Player 12,Cardio,2021-11-18,3
5628,Player 12,Cardio,2021-11-24,5
5629,Player 12,Cardio,2021-12-02,9
5630,Player 12,Cardio,2021-12-17,5
5631,Player 12,Cardio,2021-12-22,4
5632,Player 12,Cardio,2021-12-23,7
5633,Player 12,Cardio,2021-12-29,8
5634,Player 12,Cardio,2021-12-30,10
5635,Player 13,Strength Building,2021-08-05,3
5636,Player 13,Strength Building,2021-08-06,3
5637,Player 13,Strength Building,2021-08-12,3
5638,Player 13,Strength Building,2021-08-13,3
5639,Player 13,Strength Building,2021-08-16,6
5640,Player 13,Strength Building,2021-08-23,10
5641,Player 13,Strength Building,2021-08-31,4
5642,Player 13,Strength Building,2021-09-02,8
5643,Player 13,Strength Building,2021-09-03,3
5644,Player 13,Strength Building,2021-09-09,5
5645,Player 13,Strength Building,2021-09-10,7
5646,Player 13,Strength Building,2021-09-14,10
5647,Player 13,Strength Building,2021-09-20,3
5648,Player 13,Strength Building,2021-09-21,5
5649,Player 13,Strength Building,2021-10-06,3
5650,Player 13,Strength Building,2021-10-07,6
5651,Player 13,Strength Building,2021-10-13,7
5652,Player 13,Strength Building,2021-10-20,4
5653,Player 13,Strength Building,2021-10-21,7
5654,Player 13,Strength Building,2021-10-22,3
5655,Player 13,Strength Building,2021-10-28,10
5656,Player 13,Strength Building,2021-10-29,4
5657,Player 13,Strength Building,2021-11-03,7
5658,Player 13,Strength Building,2021-11-05,4
5659,Player 13,Strength Building,2021-11-10,4
5660,Player 13,Strength Building,2021-11-12,10
5661,Player 13,Strength Building,2021-11-25,10
5662,Player 13,Strength Building,2021-12-02,8
5663,Player 13,Strength Building,2021-12-08,8
5664,Player 13,Agility,2021-08-05,9
5665,Player 13,Agility,2021-08-17,7
5666,Player 13,Agility,2021-08-24,3
5667,Player 13,Agility,2021-08-27,6
5668,Player 13,Agility,2021-08-31,5
5669,Player 13,Agility,2021-09-07,9
5670,Player 13,Agility,2021-09-08,5
5671,Player 13,Agility,2021-09-15,3
5672,Player 13,Agility,2021-09-22,8
5673,Player 13,Agility,2021-09-23,10
5674,Player 13,Agility,2021-09-27,6
5675,Player 13,Agility,2021-10-06,10
5676,Player 13,Agility,2021-10-08,7
5677,Player 13,Agility,2021-10-20,6
5678,Player 13,Agility,2021-10-22,5
5679,Player 13,Agility,2021-10-27,4
5680,Player 13,Agility,2021-11-03,8
5681,Player 13,Agility,2021-11-05,6
5682,Player 13,Agility,2021-11-11,5
5683,Player 13,Agility,2021-11-17,5
5684,Player 13,Agility,2021-11-25,5
5685,Player 13,Agility,2021-12-09,5
5686,Player 13,Agility,2021-12-15,5
5687,Player 13,Agility,2021-12-17,5
5688,Player 13,Agility,2021-12-22,7
5689,Player 13,Agility,2021-12-30,10
5690,Player 13,Agility,2021-12-31,4
5691,Player 13,Cardio,2021-08-03,6
5692,Player 13,Cardio,2021-08-05,6
5693,Player 13,Cardio,2021-08-16,5
5694,Player 13,Cardio,2021-08-18,4
5695,Player 13,Cardio,2021-08-24,7
5696,Player 13,Cardio,2021-08-25,10
5697,Player 13,Cardio,2021-08-26,9
5698,Player 13,Cardio,2021-08-31,6
5699,Player 13,Cardio,2021-09-01,3
5700,Player 13,Cardio,2021-09-02,9
5701,Player 13,Cardio,2021-09-06,7
5702,Player 13,Cardio,2021-09-07,10
5703,Player 13,Cardio,2021-09-08,9
5704,Player 13,Cardio,2021-09-09,8
5705,Player 13,Cardio,2021-09-17,9
5706,Player 13,Cardio,2021-09-20,4
5707,Player 13,Cardio,2021-09-22,3
5708,Player 13,Cardio,2021-09-27,3
5709,Player 13,Cardio,2021-09-30,8
5710,Player 13,Cardio,2021-10-06,4
5711,Player 13,Cardio,2021-10-08,4
5712,Player 13,Cardio,2021-10-20,5
5713,Player 13,Cardio,2021-10-21,8
5714,Player 13,Cardio,2021-11-03,6
5715,Player 13,Cardio,2021-11-04,7
5716,Player 13,Cardio,2021-11-05,7
5717,Player 13,Cardio,2021-11-17,4
5718,Player 13,Cardio,2021-11-24,7
5719,Player 13,Cardio,2021-12-01,5
5720,Player 13,Cardio,2021-12-08,7
5721,Player 13,Cardio,2021-12-15,4
5722,Player 13,Cardio,2021-12-23,4
5723,Player 14,Strength Building,2021-08-04,5
5724,Player 14,Strength Building,2021-08-06,3
5725,Player 14,Strength Building,2021-08-10,3
5726,Player 14,Strength Building,2021-08-11,8
5727,Player 14,Strength Building,2021-08-13,7
5728,Player 14,Strength Building,2021-08-19,10
5729,Player 14,Strength Building,2021-08-20,7
5730,Player 14,Strength Building,2021-08-25,5
5731,Player 14,Strength Building,2021-08-26,5
5732,Player 14,Strength Building,2021-08-27,7
5733,Player 14,Strength Building,2021-08-31,8
5734,Player 14,Strength Building,2021-09-02,6
5735,Player 14,Strength Building,2021-09-03,7
5736,Player 14,Strength Building,2021-09-08,4
5737,Player 14,Strength Building,2021-09-09,5
5738,Player 14,Strength Building,2021-09-10,6
5739,Player 14,Strength Building,2021-09-16,6
5740,Player 14,Strength Building,2021-09-17,8
5741,Player 14,Strength Building,2021-09-20,6
5742,Player 14,Strength Building,2021-09-24,7
5743,Player 14,Strength Building,2021-09-30,3
5744,Player 14,Strength Building,2021-10-01,7
5745,Player 14,Strength Building,2021-10-07,8
5746,Player 14,Strength Building,2021-10-20,7
5747,Player 14,Strength Building,2021-10-29,6
5748,Player 14,Strength Building,2021-11-03,7
5749,Player 14,Strength Building,2021-11-04,9
5750,Player 14,Strength Building,2021-11-05,9
5751,Player 14,Strength Building,2021-11-12,5
5752,Player 14,Strength Building,2021-11-17,9
5753,Player 14,Strength Building,2021-11-25,5
5754,Player 14,Strength Building,2021-11-26,6
5755,Player 14,Strength Building,2021-12-09,3
5756,Player 14,Strength Building,2021-12-10,10
5757,Player 14,Strength Building,2021-12-16,8
5758,Player 14,Strength Building,2021-12-22,5
5759,Player 14,Strength Building,2021-12-24,8
5760,Player 14,Strength Building,2021-12-29,8
5761,Player 14,Agility,2021-08-11,10
5762,Player 14,Agility,2021-08-13,8
5763,Player 14,Agility,2021-08-18,10
5764,Player 14,Agility,2021-08-23,8
5765,Player 14,Agility,2021-08-24,8
5766,Player 14,Agility,2021-08-30,5
5767,Player 14,Agility,2021-09-01,9
5768,Player 14,Agility,2021-09-07,6
5769,Player 14,Agility,2021-09-10,8
5770,Player 14,Agility,2021-09-14,4
5771,Player 14,Agility,2021-09-15,7
5772,Player 14,Agility,2021-09-16,10
5773,Player 14,Agility,2021-09-27,8
5774,Player 14,Agility,2021-09-30,10
5775,Player 14,Agility,2021-10-01,4
5776,Player 14,Agility,2021-10-06,10
5777,Player 14,Agility,2021-10-22,3
5778,Player 14,Agility,2021-11-03,5
5779,Player 14,Agility,2021-11-05,8
5780,Player 14,Agility,2021-11-18,8
5781,Player 14,Agility,2021-11-25,7
5782,Player 14,Agility,2021-11-26,10
5783,Player 14,Agility,2021-12-01,5
5784,Player 14,Agility,2021-12-10,6
5785,Player 14,Agility,2021-12-15,3
5786,Player 14,Agility,2021-12-22,8
5787,Player 14,Agility,2021-12-29,3
5788,Player 14,Cardio,2021-08-09,5
5789,Player 14,Cardio,2021-08-10,4
5790,Player 14,Cardio,2021-08-12,9
5791,Player 14,Cardio,2021-08-17,6
5792,Player 14,Cardio,2021-08-18,4
5793,Player 14,Cardio,2021-08-19,5
5794,Player 14,Cardio,2021-08-20,9
5795,Player 14,Cardio,2021-08-26,5
5796,Player 14,Cardio,2021-08-31,10
5797,Player 14,Cardio,2021-09-02,3
5798,Player 14,Cardio,2021-09-03,7
5799,Player 14,Cardio,2021-09-15,6
5800,Player 14,Cardio,2021-09-16,9
5801,Player 14,Cardio,2021-09-24,8
5802,Player 14,Cardio,2021-10-01,4
5803,Player 14,Cardio,2021-10-07,7
5804,Player 14,Cardio,2021-10-08,9
5805,Player 14,Cardio,2021-10-13,10
5806,Player 14,Cardio,2021-10-14,6
5807,Player 14,Cardio,2021-10-20,3
5808,Player 14,Cardio,2021-10-28,3
5809,Player 14,Cardio,2021-10-29,4
5810,Player 14,Cardio,2021-11-10,7
5811,Player 14,Cardio,2021-11-12,9
5812,Player 14,Cardio,2021-12-02,3
5813,Player 14,Cardio,2021-12-08,10
5814,Player 14,Cardio,2021-12-09,8
5815,Player 14,Cardio,2021-12-10,8
5816,Player 14,Cardio,2021-12-22,5
5817,Player 14,Cardio,2021-12-24,10
5818,Player 14,Cardio,2021-12-29,5
5819,Player 14,Cardio,2021-12-30,3
5820,Player 14,Cardio,2021-12-31,10
5821,Player 15,Strength Building,2021-08-03,10
5822,Player 15,Strength Building,2021-08-04,7
5823,Player 15,Strength Building,2021-08-12,5
5824,Player 15,Strength Building,2021-08-16,5
5825,Player 15,Strength Building,2021-08-18,5
5826,Player 15,Strength Building,2021-08-26,10
5827,Player 15,Strength Building,2021-09-01,3
5828,Player 15,Strength Building,2021-09-07,3
5829,Player 15,Strength Building,2021-09-08,8
5830,Player 15,Strength Building,2021-09-09,6
5831,Player 15,Strength Building,2021-09-13,9
5832,Player 15,Strength Building,2021-09-14,5
